Species	gtdb_taxonomy	genus	sp	accession	gtdb_type_species_of_genus	Oxygen tolerance raw	Oxygen tolerance	random_id
Sedimentitalea nanhaiensis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sedimentitalea;s__Sedimentitalea nanhaiensis	g__Sedimentitalea	s__Sedimentitalea nanhaiensis	RS_GCF_000473225.1	t	aerobe	aerobe	3408
Lachnobacterium bovis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnobacterium;s__Lachnobacterium bovis	g__Lachnobacterium	s__Lachnobacterium bovis	RS_GCF_900107245.1	t	anaerobe	anaerobe	3408
Arsenicitalea aurantiaca	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Arsenicitalea;s__Arsenicitalea aurantiaca	g__Arsenicitalea	s__Arsenicitalea aurantiaca	RS_GCF_003994485.1	t	aerobe	aerobe	3408
Phaeocystidibacter luteus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__Phaeocystidibacter;s__Phaeocystidibacter luteus	g__Phaeocystidibacter	s__Phaeocystidibacter luteus	RS_GCF_008933115.1	t	aerobe	aerobe	3407
Salirhabdus euzebyi	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_D;f__Alkalibacillaceae;g__Salirhabdus;s__Salirhabdus euzebyi	g__Salirhabdus	s__Salirhabdus euzebyi	RS_GCF_014207435.1	t	aerobe	aerobe	3406
Breznakibacter xylanolyticus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Breznakibacter;s__Breznakibacter xylanolyticus	g__Breznakibacter	s__Breznakibacter xylanolyticus	RS_GCF_003254275.1	t	anaerobe	anaerobe	3402
Parabacteroides distasonis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	g__Parabacteroides	s__Parabacteroides distasonis	RS_GCF_000012845.1	t	anaerobe	anaerobe	3398
Tepidibacter thalassicus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Tepidibacter;s__Tepidibacter thalassicus	g__Tepidibacter	s__Tepidibacter thalassicus	RS_GCF_900129915.1	t	anaerobe	anaerobe	3394
Thermodesulfitimonas autotrophica	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Ammonifexales;f__Ammonificaceae;g__Thermodesulfitimonas;s__Thermodesulfitimonas autotrophica	g__Thermodesulfitimonas	s__Thermodesulfitimonas autotrophica	RS_GCF_003815015.1	t	anaerobe	anaerobe	3385
Ornithinicoccus hortensis	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Ornithinicoccus;s__Ornithinicoccus hortensis	g__Ornithinicoccus	s__Ornithinicoccus hortensis	RS_GCF_006716185.1	t	aerobe	aerobe	3385
Siccirubricoccus deserti	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Siccirubricoccus;s__Siccirubricoccus deserti	g__Siccirubricoccus	s__Siccirubricoccus deserti	RS_GCF_014283215.1	t	aerobe	aerobe	3384
Anaerohalosphaera lusitana	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalophaeraceae;g__Anaerohalosphaera;s__Anaerohalosphaera lusitana	g__Anaerohalosphaera	s__Anaerohalosphaera lusitana	RS_GCF_002007645.1	t	anaerobe	anaerobe	3379
Corynebacterium diphtheriae	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium diphtheriae	g__Corynebacterium	s__Corynebacterium diphtheriae	RS_GCF_001457455.1	t	microaerophile	aerobe	3378
Wolinella succinogenes	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Wolinella;s__Wolinella succinogenes	g__Wolinella	s__Wolinella succinogenes	RS_GCF_000196135.1	t	anaerobe	anaerobe	3377
Sinobaca qinghaiensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_H;f__Marinococcaceae;g__Sinobaca;s__Sinobaca qinghaiensis	g__Sinobaca	s__Sinobaca qinghaiensis	RS_GCF_003610495.1	t	aerobe	aerobe	3377
Clostridiisalibacter paucivorans	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Clostridiisalibacteraceae;g__Clostridiisalibacter;s__Clostridiisalibacter paucivorans	g__Clostridiisalibacter	s__Clostridiisalibacter paucivorans	RS_GCF_000620125.1	t	anaerobe	anaerobe	3376
Desulfurivibrio alkaliphilus	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__Desulfurivibrio;s__Desulfurivibrio alkaliphilus	g__Desulfurivibrio	s__Desulfurivibrio alkaliphilus	RS_GCF_000092205.1	t	anaerobe	anaerobe	3374
Atopococcus tabaci	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Atopococcus;s__Atopococcus tabaci	g__Atopococcus	s__Atopococcus tabaci	RS_GCF_000429585.1	t	aerobe	aerobe	3370
Moraxella lacunata	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__Moraxella lacunata	g__Moraxella	s__Moraxella lacunata	RS_GCF_002027545.1	t	aerobe,microaerophile	aerobe	3370
Pelosinus fermentans	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Propionisporales;f__Propionisporaceae;g__Pelosinus;s__Pelosinus fermentans	g__Pelosinus	s__Pelosinus fermentans	RS_GCF_000271485.2	t	anaerobe	anaerobe	3368
Celeribacter neptunius	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Celeribacter;s__Celeribacter neptunius	g__Celeribacter	s__Celeribacter neptunius	RS_GCF_900113955.1	t	facultative anaerobe	aerobe	3366
Methanoculleus bourgensis	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus bourgensis	g__Methanoculleus	s__Methanoculleus bourgensis	RS_GCF_000304355.2	t	anaerobe	anaerobe	3364
Siphonobacter aquaeclarae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Siphonobacter;s__Siphonobacter aquaeclarae	g__Siphonobacter	s__Siphonobacter aquaeclarae	RS_GCF_900103285.1	t	facultative anaerobe	aerobe	3363
Propionivibrio dicarboxylicus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Propionivibrio;s__Propionivibrio dicarboxylicus	g__Propionivibrio	s__Propionivibrio dicarboxylicus	RS_GCF_900099695.1	t	anaerobe	anaerobe	3358
Tengunoibacter tsumagoiensis	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__Tengunoibacter;s__Tengunoibacter tsumagoiensis	g__Tengunoibacter	s__Tengunoibacter tsumagoiensis	RS_GCF_003967535.1	t	aerobe	aerobe	3358
Deferrisoma camini	d__Bacteria;p__Desulfobacterota_C;c__Deferrisomatia;o__Deferrisomatales;f__Deferrisomataceae;g__Deferrisoma;s__Deferrisoma camini	g__Deferrisoma	s__Deferrisoma camini	RS_GCF_000526155.1	t	anaerobe	anaerobe	3346
Parascardovia denticolens	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Parascardovia;s__Parascardovia denticolens	g__Parascardovia	s__Parascardovia denticolens	RS_GCF_001042675.1	t	anaerobe	anaerobe	3342
Ruania albidiflava	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Beutenbergiaceae;g__Ruania;s__Ruania albidiflava	g__Ruania	s__Ruania albidiflava	RS_GCF_000421225.1	t	aerobe	aerobe	3338
Magnetospirillum gryphiswaldense	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Magnetospirillum;s__Magnetospirillum gryphiswaldense	g__Magnetospirillum	s__Magnetospirillum gryphiswaldense	RS_GCF_000513295.1	t	microaerophile	aerobe	3334
Ohtaekwangia koreensis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Ohtaekwangia;s__Ohtaekwangia koreensis	g__Ohtaekwangia	s__Ohtaekwangia koreensis	RS_GCF_900167975.1	t	aerobe	aerobe	3332
Jeotgalibacillus alimentarius	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__Jeotgalibacillaceae;g__Jeotgalibacillus;s__Jeotgalibacillus alimentarius	g__Jeotgalibacillus	s__Jeotgalibacillus alimentarius	RS_GCF_000829445.1	t	facultative anaerobe	aerobe	3330
Anaerocolumna cellulosilytica	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerocolumna;s__Anaerocolumna cellulosilytica	g__Anaerocolumna	s__Anaerocolumna cellulosilytica	RS_GCF_014218335.1	t	obligate anaerobe	anaerobe	3327
Sebaldella termitidis	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sebaldella;s__Sebaldella termitidis	g__Sebaldella	s__Sebaldella termitidis	RS_GCF_000024405.1	t	anaerobe	anaerobe	3324
Sedimentisphaera salicampi	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Sedimentisphaeraceae;g__Sedimentisphaera;s__Sedimentisphaera salicampi	g__Sedimentisphaera	s__Sedimentisphaera salicampi	RS_GCF_002117005.1	t	anaerobe	anaerobe	3319
Gellertiella hungarica	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Gellertiella;s__Gellertiella hungarica	g__Gellertiella	s__Gellertiella hungarica	RS_GCF_014197145.1	t	obligate aerobe	aerobe	3315
Paenalcaligenes hominis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paenalcaligenes;s__Paenalcaligenes hominis	g__Paenalcaligenes	s__Paenalcaligenes hominis	RS_GCF_011927625.1	t	aerobe	aerobe	3313
Thermoflavimicrobium dichotomicum	d__Bacteria;p__Firmicutes;c__Bacilli;o__Thermoactinomycetales;f__Thermoactinomycetaceae;g__Thermoflavimicrobium;s__Thermoflavimicrobium dichotomicum	g__Thermoflavimicrobium	s__Thermoflavimicrobium dichotomicum	RS_GCF_900114055.1	t	aerobe	aerobe	3309
Williamwhitmania taraxaci	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Williamwhitmaniaceae;g__Williamwhitmania;s__Williamwhitmania taraxaci	g__Williamwhitmania	s__Williamwhitmania taraxaci	RS_GCF_900096565.1	t	obligate anaerobe	anaerobe	3309
Methanococcus vannielii	d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus vannielii	g__Methanococcus	s__Methanococcus vannielii	RS_GCF_000017165.1	t	anaerobe	anaerobe	3309
Ureibacillus thermosphaericus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Ureibacillus;s__Ureibacillus thermosphaericus	g__Ureibacillus	s__Ureibacillus thermosphaericus	RS_GCF_012396605.1	t	aerobe,microaerophile	aerobe	3308
Imtechella halotolerans	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Imtechella;s__Imtechella halotolerans	g__Imtechella	s__Imtechella halotolerans	RS_GCF_000260835.1	t	aerobe	aerobe	3303
Consotaella salsifontis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Consotaella;s__Consotaella salsifontis	g__Consotaella	s__Consotaella salsifontis	RS_GCF_900167365.1	t	aerobe,facultative aerobe	aerobe	3300
Helicobacter pylori	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori	g__Helicobacter	s__Helicobacter pylori	RS_GCF_900478295.1	t	microaerophile	aerobe	3289
Tannerella forsythia	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella forsythia	g__Tannerella	s__Tannerella forsythia	RS_GCF_001006485.1	t	anaerobe	anaerobe	3288
Deefgea rivuli	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chitinibacteraceae;g__Deefgea;s__Deefgea rivuli	g__Deefgea	s__Deefgea rivuli	RS_GCF_000620145.1	t	facultative anaerobe	aerobe	3277
Marichromatium gracile	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Marichromatium;s__Marichromatium gracile	g__Marichromatium	s__Marichromatium gracile	RS_GCF_004343155.1	t	anaerobe	anaerobe	3274
Slackia exigua	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia;s__Slackia exigua	g__Slackia	s__Slackia exigua	RS_GCF_000162875.1	t	anaerobe	anaerobe	3273
Pueribacillus theae	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_G;f__UBA6769;g__Pueribacillus;s__Pueribacillus theae	g__Pueribacillus	s__Pueribacillus theae	RS_GCF_003097615.1	t	aerobe	aerobe	3271
Tissierella praeacuta	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Tissierellaceae;g__Tissierella;s__Tissierella praeacuta	g__Tissierella	s__Tissierella praeacuta	RS_GCF_900128955.1	t	anaerobe	anaerobe	3265
Pseudomonas aeruginosa	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	g__Pseudomonas	s__Pseudomonas aeruginosa	RS_GCF_001457615.1	t	aerobe,microaerophile	aerobe	3256
Acetomicrobium flavidum	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Acetomicrobiaceae;g__Acetomicrobium;s__Acetomicrobium flavidum	g__Acetomicrobium	s__Acetomicrobium flavidum	RS_GCF_900129645.1	t	anaerobe	anaerobe	3252
Paludisphaera borealis	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae;g__Paludisphaera;s__Paludisphaera borealis	g__Paludisphaera	s__Paludisphaera borealis	RS_GCF_001956985.1	t	aerobe	aerobe	3251
Pelomonas saccharophila	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pelomonas;s__Pelomonas saccharophila	g__Pelomonas	s__Pelomonas saccharophila	RS_GCF_004342485.1	t	aerobe,microaerophile	aerobe	3250
Pseudogemmobacter bohemicus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudogemmobacter;s__Pseudogemmobacter bohemicus	g__Pseudogemmobacter	s__Pseudogemmobacter bohemicus	RS_GCF_003290025.1	t	aerobe	aerobe	3245
Methyloterricola oryzae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methyloterricola;s__Methyloterricola oryzae	g__Methyloterricola	s__Methyloterricola oryzae	RS_GCF_000934725.1	t	aerobe	aerobe	3244
Donghicola eburneus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Donghicola;s__Donghicola eburneus	g__Donghicola	s__Donghicola eburneus	RS_GCF_900115865.1	t	aerobe	aerobe	3242
Paraflavitalea soli	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Paraflavitalea;s__Paraflavitalea soli	g__Paraflavitalea	s__Paraflavitalea soli	RS_GCF_003555545.1	t	obligate aerobe	aerobe	3236
Fervidobacterium nodosum	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Fervidobacteriaceae;g__Fervidobacterium;s__Fervidobacterium nodosum	g__Fervidobacterium	s__Fervidobacterium nodosum	RS_GCF_000017545.1	t	obligate anaerobe,anaerobe	anaerobe	3236
Hwanghaeicola aestuarii	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Palleronia;s__Palleronia aestuarii	g__Palleronia	s__Palleronia aestuarii	RS_GCF_003253995.1	t	aerobe	aerobe	3236
Anaeromusa acidaminophila	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Anaeromusales;f__Anaeromusaceae;g__Anaeromusa;s__Anaeromusa acidaminophila	g__Anaeromusa	s__Anaeromusa acidaminophila	RS_GCF_000374545.1	t	anaerobe	anaerobe	3234
Jejuia pallidilutea	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Jejuia;s__Jejuia pallidilutea	g__Jejuia	s__Jejuia pallidilutea	RS_GCF_002973595.1	t	aerobe	aerobe	3231
Holdemanella biformis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella biformis	g__Holdemanella	s__Holdemanella biformis	RS_GCF_000156655.1	t	anaerobe	anaerobe	3228
Caldanaerovirga acetigignens	d__Bacteria;p__Firmicutes_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Thermosediminibacteraceae;g__Caldanaerovirga;s__Caldanaerovirga acetigignens	g__Caldanaerovirga	s__Caldanaerovirga acetigignens	RS_GCF_900142995.1	t	anaerobe	anaerobe	3225
Dethiobacter alkaliphilus	d__Bacteria;p__Firmicutes_D;c__Dethiobacteria;o__Dethiobacterales;f__Dethiobacteraceae;g__Dethiobacter;s__Dethiobacter alkaliphilus	g__Dethiobacter	s__Dethiobacter alkaliphilus	RS_GCF_000174415.1	t	anaerobe	anaerobe	3218
Salaquimonas pukyongi	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Salaquimonas;s__Salaquimonas pukyongi	g__Salaquimonas	s__Salaquimonas pukyongi	RS_GCF_001953055.1	t	aerobe	aerobe	3217
Luteipulveratus mongoliensis	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Luteipulveratus;s__Luteipulveratus mongoliensis	g__Luteipulveratus	s__Luteipulveratus mongoliensis	RS_GCF_001190945.1	t	aerobe	aerobe	3215
Gynuella sunshinyii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__Gynuella;s__Gynuella sunshinyii	g__Gynuella	s__Gynuella sunshinyii	RS_GCF_000940805.1	t	facultative anaerobe	aerobe	3213
Extibacter muris	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Extibacter;s__Extibacter muris	g__Extibacter	s__Extibacter muris	RS_GCF_004345005.1	t	anaerobe	anaerobe	3210
Catenulispora acidiphila	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Catenulisporaceae;g__Catenulispora;s__Catenulispora acidiphila	g__Catenulispora	s__Catenulispora acidiphila	RS_GCF_000024025.1	t	aerobe	aerobe	3208
Raoultella planticola	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Raoultella;s__Raoultella planticola	g__Raoultella	s__Raoultella planticola	RS_GCF_000735435.1	t	aerobe	aerobe	3207
Ilyobacter polytropus	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Ilyobacter;s__Ilyobacter polytropus	g__Ilyobacter	s__Ilyobacter polytropus	RS_GCF_000165505.1	t	anaerobe	anaerobe	3207
Dielma fastidiosa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dielma;s__Dielma fastidiosa	g__Dielma	s__Dielma fastidiosa	RS_GCF_000313565.1	t	anaerobe	anaerobe	3203
Halogranum rubrum	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halogranum;s__Halogranum rubrum	g__Halogranum	s__Halogranum rubrum	RS_GCF_900114455.1	t	aerobe	aerobe	3200
Undibacterium pigrum	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Undibacterium;s__Undibacterium pigrum	g__Undibacterium	s__Undibacterium pigrum	RS_GCF_003201815.1	t	aerobe	aerobe	3192
Oscillibacter valericigenes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter valericigenes	g__Oscillibacter	s__Oscillibacter valericigenes	RS_GCF_000283575.1	t	anaerobe	anaerobe	3191
Methanotorris igneus	d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanotorris;s__Methanotorris igneus	g__Methanotorris	s__Methanotorris igneus	RS_GCF_000214415.1	t	anaerobe	anaerobe	3184
Rugosibacter aromaticivorans	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Rugosibacter;s__Rugosibacter aromaticivorans	g__Rugosibacter	s__Rugosibacter aromaticivorans	GB_GCA_000934545.1	t	aerobe	aerobe	3183
Aestuariibaculum suncheonense	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aestuariibaculum;s__Aestuariibaculum suncheonense	g__Aestuariibaculum	s__Aestuariibaculum suncheonense	RS_GCF_014596935.1	t	aerobe	aerobe	3178
Phascolarctobacterium faecium	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	g__Phascolarctobacterium	s__Phascolarctobacterium faecium	RS_GCF_003269275.1	t	anaerobe	anaerobe	3176
Anaerobacterium chartisolvens	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__Acetivibrionaceae;g__Anaerobacterium;s__Anaerobacterium chartisolvens	g__Anaerobacterium	s__Anaerobacterium chartisolvens	RS_GCF_003337415.1	t	anaerobe	anaerobe	3167
Acidaminobacter hydrogenoformans	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Acidaminobacteraceae;g__Acidaminobacter;s__Acidaminobacter hydrogenoformans	g__Acidaminobacter	s__Acidaminobacter hydrogenoformans	RS_GCF_900103005.1	t	anaerobe	anaerobe	3165
Dysosmobacter welbionis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter welbionis	g__Dysosmobacter	s__Dysosmobacter welbionis	RS_GCF_005121165.1	t	facultative anaerobe	aerobe	3164
Antarcticibacterium flavum	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Antarcticibacterium;s__Antarcticibacterium flavum	g__Antarcticibacterium	s__Antarcticibacterium flavum	RS_GCF_006159205.1	t	aerobe	aerobe	3160
Sulfuricurvum kujiense	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfuricurvum;s__Sulfuricurvum kujiense	g__Sulfuricurvum	s__Sulfuricurvum kujiense	RS_GCF_000183725.1	t	anaerobe	anaerobe	3160
Natranaerobius thermophilus	d__Bacteria;p__Firmicutes_D;c__Natranaerobiia;o__Natranaerobiales;f__Natranaerobiaceae;g__Natranaerobius;s__Natranaerobius thermophilus	g__Natranaerobius	s__Natranaerobius thermophilus	RS_GCF_000020005.1	t	anaerobe	anaerobe	3145
Thermodesulfobium narugense	d__Bacteria;p__Thermodesulfobiota;c__Thermodesulfobiia;o__Thermodesulfobiales;f__Thermodesulfobiaceae;g__Thermodesulfobium;s__Thermodesulfobium narugense	g__Thermodesulfobium	s__Thermodesulfobium narugense	RS_GCF_000212395.1	t	anaerobe	anaerobe	3130
Longibaculum muris	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Longibaculum;s__Longibaculum muris	g__Longibaculum	s__Longibaculum muris	RS_GCF_004343035.1	t	anaerobe	anaerobe	3127
Pseudothermotoga thermarum	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Pseudothermotoga;s__Pseudothermotoga thermarum	g__Pseudothermotoga	s__Pseudothermotoga thermarum	RS_GCF_000217815.1	t	anaerobe	anaerobe	3126
Delftia acidovorans	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas acidovorans	g__Comamonas	s__Comamonas acidovorans	RS_GCF_001598795.1	t	aerobe,microaerophile	aerobe	3119
Roseospirillum parvum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Roseospirillum;s__Roseospirillum parvum	g__Roseospirillum	s__Roseospirillum parvum	RS_GCF_900100455.1	t	anaerobe	anaerobe	3119
Tepidicella xavieri	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Tepidicella;s__Tepidicella xavieri	g__Tepidicella	s__Tepidicella xavieri	RS_GCF_004363315.1	t	aerobe	aerobe	3116
Atopostipes suicloacalis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Atopostipes;s__Atopostipes suicloacalis	g__Atopostipes	s__Atopostipes suicloacalis	RS_GCF_900129085.1	t	anaerobe	anaerobe	3110
Phenylobacterium immobile	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__Phenylobacterium immobile	g__Phenylobacterium	s__Phenylobacterium immobile	RS_GCF_001375595.1	t	aerobe	aerobe	3092
Arcticibacterium luteifluviistationis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arcticibacterium;s__Arcticibacterium luteifluviistationis	g__Arcticibacterium	s__Arcticibacterium luteifluviistationis	RS_GCF_003258705.1	t	aerobe	aerobe	3082
Anaerotruncus colihominis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus colihominis	g__Anaerotruncus	s__Anaerotruncus colihominis	RS_GCF_000154565.1	t	anaerobe	anaerobe	3079
Sporanaerobacter acetigenes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sporanaerobacteraceae;g__Sporanaerobacter;s__Sporanaerobacter acetigenes	g__Sporanaerobacter	s__Sporanaerobacter acetigenes	RS_GCF_900130025.1	t	anaerobe	anaerobe	3077
